Date,Close
2013-10-09,58.0
2013-10-10,58.54999923706055
2013-10-11,58.900001525878906
2013-10-14,59.459999084472656
2013-10-15,58.77000045776367
2013-10-16,58.9900016784668
2013-10-17,59.5099983215332
2013-10-18,60.209999084472656
2013-10-21,60.560001373291016
2013-10-22,60.720001220703125
2013-10-23,60.900001525878906
2013-10-24,61.119998931884766
2013-10-25,60.7599983215332
2013-10-28,60.79999923706055
2013-10-29,60.90999984741211
2013-10-30,60.27000045776367
2013-10-31,59.7400016784668
2013-11-01,59.939998626708984
2013-11-04,61.72999954223633
2013-11-05,60.93000030517578
2013-11-06,60.099998474121094
2013-11-07,59.599998474121094
2013-11-08,59.65999984741211
2013-11-11,59.310001373291016
2013-11-12,58.91999816894531
2013-11-13,59.70000076293945
2013-11-14,59.91999816894531
2013-11-15,59.97999954223633
2013-11-18,60.08000183105469
2013-11-19,58.95000076293945
2013-11-20,57.65999984741211
2013-11-21,58.11000061035156
2013-11-22,58.68000030517578
2013-11-25,58.790000915527344
2013-11-26,58.529998779296875
2013-11-27,58.70000076293945
2013-11-29,58.650001525878906
2013-12-02,58.47999954223633
2013-12-03,58.13999938964844
2013-12-04,58.25
2013-12-05,58.27000045776367
2013-12-06,57.88999938964844
2013-12-09,57.90999984741211
2013-12-10,57.720001220703125
2013-12-11,57.369998931884766
2013-12-12,57.130001068115234
2013-12-13,56.400001525878906
2013-12-16,56.20000076293945
2013-12-17,56.369998931884766
2013-12-18,56.4900016784668
2013-12-19,56.47999954223633
2013-12-20,56.540000915527344
2013-12-23,57.040000915527344
2013-12-24,57.040000915527344
2013-12-26,57.130001068115234
2013-12-27,57.720001220703125
2013-12-30,58.220001220703125
2013-12-31,58.349998474121094
2014-01-02,57.81999969482422
2014-01-03,57.279998779296875
2014-01-06,56.61000061035156
2014-01-07,56.68000030517578
2014-01-08,56.27000045776367
2014-01-09,56.54999923706055
2014-01-10,57.70000076293945
2014-01-13,57.45000076293945
2014-01-14,57.7400016784668
2014-01-15,59.34000015258789
2014-01-16,59.52000045776367
2014-01-17,59.130001068115234
2014-01-21,59.65999984741211
2014-01-22,60.22999954223633
2014-01-23,59.04999923706055
2014-01-24,57.209999084472656
2014-01-27,57.0
2014-01-28,57.45000076293945
2014-01-29,57.630001068115234
2014-01-30,58.279998779296875
2014-01-31,58.540000915527344
2014-02-03,57.72999954223633
2014-02-04,58.63999938964844
2014-02-05,53.15999984741211
2014-02-06,52.47999954223633
2014-02-07,52.38999938964844
2014-02-10,52.93000030517578
2014-02-11,53.869998931884766
2014-02-12,53.790000915527344
2014-02-13,54.029998779296875
2014-02-14,54.63999938964844
2014-02-18,54.41999816894531
2014-02-19,53.77000045776367
2014-02-20,54.15999984741211
2014-02-21,54.119998931884766
2014-02-24,53.34000015258789
2014-02-25,52.41999816894531
2014-02-26,52.52000045776367
2014-02-27,52.36000061035156
2014-02-28,51.86000061035156
2014-03-03,51.75
2014-03-04,52.18000030517578
2014-03-05,51.7599983215332
2014-03-06,52.45000076293945
2014-03-07,52.27000045776367
2014-03-10,52.56999969482422
2014-03-11,52.380001068115234
2014-03-12,52.45000076293945
2014-03-13,52.08000183105469
2014-03-14,51.13999938964844
2014-03-17,51.06999969482422
2014-03-18,50.959999084472656
2014-03-19,50.540000915527344
2014-03-20,50.630001068115234
2014-03-21,51.029998779296875
2014-03-24,50.900001525878906
2014-03-25,51.099998474121094
2014-03-26,50.650001525878906
2014-03-27,51.0
2014-03-28,50.88999938964844
2014-03-31,52.38999938964844
2014-04-01,52.15999984741211
2014-04-02,52.970001220703125
2014-04-03,53.029998779296875
2014-04-04,52.40999984741211
2014-04-07,52.040000915527344
2014-04-08,52.189998626708984
2014-04-09,52.95000076293945
2014-04-10,53.79999923706055
2014-04-11,54.869998931884766
2014-04-14,55.630001068115234
2014-04-15,55.599998474121094
2014-04-16,56.31999969482422
2014-04-17,56.7400016784668
2014-04-21,57.029998779296875
2014-04-22,57.70000076293945
2014-04-23,57.68000030517578
2014-04-24,56.91999816894531
2014-04-25,56.279998779296875
2014-04-28,56.4900016784668
2014-04-29,55.9900016784668
2014-04-30,58.900001525878906
2014-05-01,58.68000030517578
2014-05-02,58.45000076293945
2014-05-05,58.20000076293945
2014-05-06,58.13999938964844
2014-05-07,58.220001220703125
2014-05-08,58.38999938964844
2014-05-09,58.29999923706055
2014-05-12,59.0099983215332
2014-05-13,59.060001373291016
2014-05-14,58.75
2014-05-15,58.849998474121094
2014-05-16,58.880001068115234
2014-05-19,59.52000045776367
2014-05-20,59.11000061035156
2014-05-21,59.31999969482422
2014-05-22,59.54999923706055
2014-05-23,59.630001068115234
2014-05-27,59.2599983215332
2014-05-28,59.709999084472656
2014-05-29,59.939998626708984
2014-05-30,59.86000061035156
2014-06-02,59.779998779296875
2014-06-03,59.720001220703125
2014-06-04,59.380001068115234
2014-06-05,60.439998626708984
2014-06-06,61.16999816894531
2014-06-09,60.90999984741211
2014-06-10,61.72999954223633
2014-06-11,61.90999984741211
2014-06-12,61.81999969482422
2014-06-13,62.0099983215332
2014-06-16,62.459999084472656
2014-06-17,62.2400016784668
2014-06-18,63.529998779296875
2014-06-19,63.689998626708984
2014-06-20,63.91999816894531
2014-06-23,63.810001373291016
2014-06-24,62.959999084472656
2014-06-25,63.5
2014-06-26,63.72999954223633
2014-06-27,63.79999923706055
2014-06-30,63.790000915527344
2014-07-01,63.529998779296875
2014-07-02,64.12999725341797
2014-07-03,64.37999725341797
2014-07-07,64.11000061035156
2014-07-08,63.38999938964844
2014-07-09,64.0
2014-07-10,63.459999084472656
2014-07-11,63.439998626708984
2014-07-14,63.7400016784668
2014-07-15,64.30999755859375
2014-07-16,65.19999694824219
2014-07-17,64.1500015258789
2014-07-18,64.87000274658203
2014-07-21,65.4800033569336
2014-07-22,65.95999908447266
2014-07-23,66.11000061035156
2014-07-24,66.5199966430664
2014-07-25,66.20999908447266
2014-07-28,65.61000061035156
2014-07-29,64.41000366210938
2014-07-30,68.52999877929688
2014-07-31,67.45999908447266
2014-08-01,67.69999694824219
2014-08-04,68.45999908447266
2014-08-05,67.31999969482422
2014-08-06,66.22000122070312
2014-08-07,66.66999816894531
2014-08-08,67.38999938964844
2014-08-11,67.51000213623047
2014-08-12,67.70999908447266
2014-08-13,67.5
2014-08-14,67.22000122070312
2014-08-15,67.16999816894531
2014-08-18,68.1500015258789
2014-08-19,68.62999725341797
2014-08-20,68.66000366210938
2014-08-21,68.62000274658203
2014-08-22,68.44999694824219
2014-08-25,68.55999755859375
2014-08-26,68.44999694824219
2014-08-27,68.22000122070312
2014-08-28,68.05999755859375
2014-08-29,68.26000213623047
2014-09-02,68.37000274658203
2014-09-03,66.9000015258789
2014-09-04,67.33000183105469
2014-09-05,67.76000213623047
2014-09-08,67.51000213623047
2014-09-09,66.91000366210938
2014-09-10,66.7300033569336
2014-09-11,66.98999786376953
2014-09-12,67.16999816894531
2014-09-15,67.05000305175781
2014-09-16,67.19999694824219
2014-09-17,68.08000183105469
2014-09-18,68.2300033569336
2014-09-19,67.81999969482422
2014-09-22,66.73999786376953
2014-09-23,66.44000244140625
2014-09-24,66.69000244140625
2014-09-25,65.55999755859375
2014-09-26,66.3499984741211
2014-09-29,66.44999694824219
2014-09-30,66.31999969482422
2014-10-01,65.19000244140625
2014-10-02,66.0999984741211
2014-10-03,67.23999786376953
2014-10-06,66.7300033569336
2014-10-07,65.43000030517578
2014-10-08,66.27999877929688
2014-10-09,65.19999694824219
2014-10-10,64.62000274658203
2014-10-13,63.45000076293945
2014-10-14,65.58000183105469
2014-10-15,67.0999984741211
2014-10-16,66.86000061035156
2014-10-17,67.9800033569336
2014-10-20,68.98999786376953
2014-10-21,69.93000030517578
2014-10-22,69.52999877929688
2014-10-23,70.61000061035156
2014-10-24,71.1500015258789
2014-10-27,71.69999694824219
2014-10-28,72.33999633789062
2014-10-29,72.0999984741211
2014-10-30,69.22000122070312
2014-10-31,69.20999908447266
2014-11-03,68.69000244140625
2014-11-04,70.12000274658203
2014-11-05,71.44999694824219
2014-11-06,71.5999984741211
2014-11-07,71.45999908447266
2014-11-10,72.16999816894531
2014-11-11,71.75
2014-11-12,72.86000061035156
2014-11-13,73.11000061035156
2014-11-14,73.06999969482422
2014-11-17,72.5199966430664
2014-11-18,72.54000091552734
2014-11-19,71.4800033569336
2014-11-20,72.29000091552734
2014-11-21,72.81999969482422
2014-11-24,72.62000274658203
2014-11-25,73.04000091552734
2014-11-26,73.4000015258789
2014-11-28,73.73999786376953
2014-12-01,72.51000213623047
2014-12-02,73.61000061035156
2014-12-03,74.56999969482422
2014-12-04,74.44999694824219
2014-12-05,74.62999725341797
2014-12-08,74.06999969482422
2014-12-09,73.25
2014-12-10,71.80999755859375
2014-12-11,72.4800033569336
2014-12-12,72.29000091552734
2014-12-15,72.18000030517578
2014-12-16,71.91999816894531
2014-12-17,71.87999725341797
2014-12-18,74.06999969482422
2014-12-19,76.30999755859375
2014-12-22,76.80999755859375
2014-12-23,77.0199966430664
2014-12-24,77.16000366210938
2014-12-26,76.75
2014-12-29,76.38999938964844
2014-12-30,75.69000244140625
2014-12-31,74.88999938964844
2015-01-02,73.83999633789062
2015-01-05,70.5999984741211
2015-01-06,69.68000030517578
2015-01-07,69.70999908447266
2015-01-08,72.83999633789062
2015-01-09,72.05999755859375
2015-01-12,72.9000015258789
2015-01-13,73.61000061035156
2015-01-14,72.97000122070312
2015-01-15,72.51000213623047
2015-01-16,73.44999694824219
2015-01-20,72.87000274658203
2015-01-21,72.81999969482422
2015-01-22,74.7300033569336
2015-01-23,74.12000274658203
2015-01-26,74.63999938964844
2015-01-27,73.73999786376953
2015-01-28,72.94000244140625
2015-01-29,73.30999755859375
2015-01-30,71.22000122070312
2015-02-02,73.44000244140625
2015-02-03,75.2300033569336
2015-02-04,70.5
2015-02-05,70.97000122070312
2015-02-06,70.51000213623047
2015-02-09,70.5
2015-02-10,71.1500015258789
2015-02-11,71.25
2015-02-12,71.83000183105469
2015-02-13,72.58000183105469
2015-02-17,71.80999755859375
2015-02-18,71.37999725341797
2015-02-19,71.83999633789062
2015-02-20,72.5
2015-02-23,73.13999938964844
2015-02-24,73.9800033569336
2015-02-25,73.55000305175781
2015-02-26,74.20999908447266
2015-02-27,74.30000305175781
2015-03-02,73.5999984741211
2015-03-03,74.66999816894531
2015-03-04,73.95999908447266
2015-03-05,74.12000274658203
2015-03-06,73.58000183105469
2015-03-09,73.91000366210938
2015-03-10,72.48999786376953
2015-03-11,72.4800033569336
2015-03-12,73.97000122070312
2015-03-13,73.44999694824219
2015-03-16,75.3499984741211
2015-03-17,74.66000366210938
2015-03-18,75.19000244140625
2015-03-19,75.16000366210938
2015-03-20,75.4000015258789
2015-03-23,75.73999786376953
2015-03-24,75.05999755859375
2015-03-25,73.30999755859375
2015-03-26,73.13999938964844
2015-03-27,73.02999877929688
2015-03-30,73.19999694824219
2015-03-31,73.22000122070312
2015-04-01,71.98999786376953
2015-04-02,71.33000183105469
2015-04-06,71.27999877929688
2015-04-07,71.41000366210938
2015-04-08,71.22000122070312
2015-04-09,71.63999938964844
2015-04-10,72.05999755859375
2015-04-13,70.37000274658203
2015-04-14,70.77999877929688
2015-04-15,70.2300033569336
2015-04-16,69.51000213623047
2015-04-17,68.56999969482422
2015-04-20,70.08999633789062
2015-04-21,70.54000091552734
2015-04-22,70.43000030517578
2015-04-23,70.62000274658203
2015-04-24,70.6500015258789
2015-04-27,68.94000244140625
2015-04-28,65.7300033569336
2015-04-29,64.72000122070312
2015-04-30,64.38999938964844
2015-05-01,64.73999786376953
2015-05-04,66.08000183105469
2015-05-05,63.9900016784668
2015-05-06,64.55000305175781
2015-05-07,65.2300033569336
2015-05-08,65.69999694824219
2015-05-11,65.2699966430664
2015-05-12,64.98999786376953
2015-05-13,64.54000091552734
2015-05-14,64.37999725341797
2015-05-15,64.5199966430664
2015-05-18,65.41000366210938
2015-05-19,64.86000061035156
2015-05-20,63.90999984741211
2015-05-21,64.26000213623047
2015-05-22,64.02999877929688
2015-05-26,62.93000030517578
2015-05-27,63.36000061035156
2015-05-28,62.5
2015-05-29,61.72999954223633
2015-06-01,62.11000061035156
2015-06-02,61.63999938964844
2015-06-03,64.62000274658203
2015-06-04,63.349998474121094
2015-06-05,64.18000030517578
2015-06-08,63.349998474121094
2015-06-09,63.77000045776367
2015-06-10,63.81999969482422
2015-06-11,64.31999969482422
2015-06-12,63.70000076293945
2015-06-15,63.75
2015-06-16,63.93000030517578
2015-06-17,64.02999877929688
2015-06-18,64.80000305175781
2015-06-19,64.20999908447266
2015-06-22,64.16000366210938
2015-06-23,63.77000045776367
2015-06-24,62.599998474121094
2015-06-25,62.470001220703125
2015-06-26,63.040000915527344
2015-06-29,61.689998626708984
2015-06-30,62.38999938964844
2015-07-01,62.27000045776367
2015-07-02,63.060001373291016
2015-07-06,62.15999984741211
2015-07-07,63.20000076293945
2015-07-08,61.88999938964844
2015-07-09,62.15999984741211
2015-07-10,63.54999923706055
2015-07-13,64.83000183105469
2015-07-14,64.31999969482422
2015-07-15,63.040000915527344
2015-07-16,63.31999969482422
2015-07-17,63.0
2015-07-20,63.66999816894531
2015-07-21,65.38999938964844
2015-07-22,65.25
2015-07-23,64.41999816894531
2015-07-24,64.30999755859375
2015-07-27,64.76000213623047
2015-07-28,66.7300033569336
2015-07-29,69.8499984741211
2015-07-30,69.87000274658203
2015-07-31,70.1500015258789
2015-08-03,70.72000122070312
2015-08-04,70.41999816894531
2015-08-05,70.30999755859375
2015-08-06,69.66999816894531
2015-08-07,68.8499984741211
2015-08-10,69.58000183105469
2015-08-11,69.83999633789062
2015-08-12,69.0999984741211
2015-08-13,68.70999908447266
2015-08-14,69.4000015258789
2015-08-17,69.69000244140625
2015-08-18,69.75
2015-08-19,70.83000183105469
2015-08-20,69.22000122070312
2015-08-21,67.23999786376953
2015-08-24,65.16000366210938
2015-08-25,64.13999938964844
2015-08-26,67.26000213623047
2015-08-27,67.81999969482422
2015-08-28,67.23999786376953
2015-08-31,67.43000030517578
2015-09-01,66.0
2015-09-02,68.73999786376953
2015-09-03,68.19999694824219
2015-09-04,67.69999694824219
2015-09-08,68.94000244140625
2015-09-09,68.83000183105469
2015-09-10,69.0
2015-09-11,68.68000030517578
2015-09-14,68.5999984741211
2015-09-15,69.48999786376953
2015-09-16,69.79000091552734
2015-09-17,69.02999877929688
2015-09-18,67.56999969482422
2015-09-21,68.5199966430664
2015-09-22,66.86000061035156
2015-09-23,67.4000015258789
2015-09-24,67.52999877929688
2015-09-25,68.52999877929688
2015-09-28,67.86000061035156
2015-09-29,68.1500015258789
2015-09-30,67.77999877929688
2015-10-01,67.70999908447266
2015-10-02,68.80999755859375
2015-10-05,70.04000091552734
2015-10-06,70.23999786376953
2015-10-07,70.18000030517578
2015-10-08,70.88999938964844
2015-10-09,71.70999908447266
2015-10-12,72.0
2015-10-13,71.3499984741211
2015-10-14,70.95999908447266
2015-10-15,72.30000305175781
2015-10-16,71.75
2015-10-19,71.9000015258789
2015-10-20,72.12999725341797
2015-10-21,71.86000061035156
2015-10-22,72.72000122070312
2015-10-23,72.79000091552734
2015-10-26,72.5
2015-10-27,69.98999786376953
2015-10-28,67.98999786376953
2015-10-29,69.37999725341797
2015-10-30,69.37999725341797
2015-11-02,70.23999786376953
2015-11-03,70.13999938964844
2015-11-04,68.70999908447266
2015-11-05,68.30000305175781
2015-11-06,68.72000122070312
2015-11-09,67.81999969482422
2015-11-10,68.75
2015-11-11,68.75
2015-11-12,67.4800033569336
2015-11-13,67.0199966430664
2015-11-16,67.41000366210938
2015-11-17,67.83000183105469
2015-11-18,68.27999877929688
2015-11-19,68.30999755859375
2015-11-20,68.52999877929688
2015-11-23,68.25
2015-11-24,68.22000122070312
2015-11-25,68.61000061035156
2015-11-27,68.86000061035156
2015-11-30,67.43000030517578
2015-12-01,67.94999694824219
2015-12-02,63.58000183105469
2015-12-03,62.220001220703125
2015-12-04,62.79999923706055
2015-12-07,62.08000183105469
2015-12-08,60.5099983215332
2015-12-09,60.54999923706055
2015-12-10,61.5099983215332
2015-12-11,62.0
2015-12-14,61.68000030517578
2015-12-15,62.61000061035156
2015-12-16,64.2699966430664
2015-12-17,64.19999694824219
2015-12-18,62.36000061035156
2015-12-21,62.5
2015-12-22,63.400001525878906
2015-12-23,63.97999954223633
2015-12-24,63.529998779296875
2015-12-28,63.18000030517578
2015-12-29,63.189998626708984
2015-12-30,62.36000061035156
2015-12-31,62.02000045776367
2016-01-04,61.790000915527344
2016-01-05,63.470001220703125
2016-01-06,63.15999984741211
2016-01-07,63.09000015258789
2016-01-08,63.119998931884766
2016-01-11,61.75
2016-01-12,62.97999954223633
2016-01-13,62.689998626708984
2016-01-14,63.130001068115234
2016-01-15,63.560001373291016
2016-01-19,63.65999984741211
2016-01-20,63.72999954223633
2016-01-21,64.51000213623047
2016-01-22,64.2300033569336
2016-01-25,62.720001220703125
2016-01-26,64.06999969482422
2016-01-27,63.18000030517578
2016-01-28,63.04999923706055
2016-01-29,64.7699966430664
2016-02-01,65.20999908447266
2016-02-02,63.47999954223633
2016-02-03,64.91000366210938
2016-02-04,67.44999694824219
2016-02-05,68.08000183105469
2016-02-08,69.5199966430664
2016-02-09,69.69000244140625
2016-02-10,68.62999725341797
2016-02-11,68.83000183105469
2016-02-12,70.16000366210938
2016-02-16,71.20999908447266
2016-02-17,70.83999633789062
2016-02-18,70.95999908447266
2016-02-19,70.4800033569336
2016-02-22,70.06999969482422
2016-02-23,69.52999877929688
2016-02-24,70.2300033569336
2016-02-25,70.16000366210938
2016-02-26,70.3499984741211
2016-02-29,69.83000183105469
2016-03-01,70.73999786376953
2016-03-02,71.41000366210938
2016-03-03,71.51000213623047
2016-03-04,72.68000030517578
2016-03-07,71.5999984741211
2016-03-08,71.62999725341797
2016-03-09,71.41999816894531
2016-03-10,71.51000213623047
2016-03-11,72.62999725341797
2016-03-14,72.45999908447266
2016-03-15,73.06999969482422
2016-03-16,73.11000061035156
2016-03-17,73.83000183105469
2016-03-18,74.33999633789062
2016-03-21,73.6500015258789
2016-03-22,73.4800033569336
2016-03-23,73.4800033569336
2016-03-24,73.73999786376953
2016-03-28,74.04000091552734
2016-03-29,74.5
2016-03-30,74.55000305175781
2016-03-31,74.2300033569336
2016-04-01,73.6500015258789
2016-04-04,73.47000122070312
2016-04-05,73.52999877929688
2016-04-06,73.66000366210938
2016-04-07,71.8499984741211
2016-04-08,71.83999633789062
2016-04-11,71.7699966430664
2016-04-12,72.48999786376953
2016-04-13,72.94999694824219
2016-04-14,72.9000015258789
2016-04-15,73.51000213623047
2016-04-18,74.11000061035156
2016-04-19,75.2300033569336
2016-04-20,74.7300033569336
2016-04-21,74.30999755859375
2016-04-22,74.55999755859375
2016-04-25,74.5999984741211
2016-04-26,75.70999908447266
2016-04-27,71.80999755859375
2016-04-28,70.83000183105469
2016-04-29,70.97000122070312
2016-05-02,71.80999755859375
2016-05-03,70.83999633789062
2016-05-04,71.73999786376953
2016-05-05,70.8499984741211
2016-05-06,72.81999969482422
2016-05-09,73.13999938964844
2016-05-10,73.05000305175781
2016-05-11,72.58999633789062
2016-05-12,72.47000122070312
2016-05-13,72.30999755859375
2016-05-16,72.44000244140625
2016-05-17,72.77999877929688
2016-05-18,73.1500015258789
2016-05-19,73.0999984741211
2016-05-20,74.31999969482422
2016-05-23,74.36000061035156
2016-05-24,74.69000244140625
2016-05-25,74.80999755859375
2016-05-26,74.97000122070312
2016-05-27,75.18000030517578
2016-05-31,74.9800033569336
2016-06-01,74.25
2016-06-02,73.79000091552734
2016-06-03,73.36000061035156
2016-06-06,73.22000122070312
2016-06-07,72.94999694824219
2016-06-08,73.66999816894531
2016-06-09,74.11000061035156
2016-06-10,72.98999786376953
2016-06-13,72.9800033569336
2016-06-14,72.47000122070312
2016-06-15,72.5199966430664
2016-06-16,72.08999633789062
2016-06-17,71.9800033569336
2016-06-20,72.54000091552734
2016-06-21,72.08999633789062
2016-06-22,71.86000061035156
2016-06-23,71.91999816894531
2016-06-24,71.63999938964844
2016-06-27,72.18000030517578
2016-06-28,73.41999816894531
2016-06-29,73.6500015258789
2016-06-30,74.25
2016-07-01,75.19000244140625
2016-07-05,75.02999877929688
2016-07-06,74.80000305175781
2016-07-07,73.36000061035156
2016-07-08,74.43000030517578
2016-07-11,71.86000061035156
2016-07-12,72.44999694824219
2016-07-13,72.83000183105469
2016-07-14,72.30000305175781
2016-07-15,71.94000244140625
2016-07-18,71.44000244140625
2016-07-19,71.62000274658203
2016-07-20,71.16999816894531
2016-07-21,71.2300033569336
2016-07-22,72.02999877929688
2016-07-25,71.5
2016-07-26,72.13999938964844
2016-07-27,68.3499984741211
2016-07-28,69.2300033569336
2016-07-29,69.62000274658203
2016-08-01,69.23999786376953
2016-08-02,68.36000061035156
2016-08-03,68.79000091552734
2016-08-04,68.48999786376953
2016-08-05,69.22000122070312
2016-08-08,69.25
2016-08-09,68.91999816894531
2016-08-10,69.0199966430664
2016-08-11,69.02999877929688
2016-08-12,69.68000030517578
2016-08-15,69.2300033569336
2016-08-16,69.81999969482422
2016-08-17,69.9000015258789
2016-08-18,68.95999908447266
2016-08-19,69.41999816894531
2016-08-22,69.44000244140625
2016-08-23,69.4000015258789
2016-08-24,69.6500015258789
2016-08-25,68.87000274658203
2016-08-26,68.77999877929688
2016-08-29,69.43000030517578
2016-08-30,69.5199966430664
2016-08-31,69.41999816894531
2016-09-01,71.04000091552734
2016-09-02,71.31999969482422
2016-09-06,70.30999755859375
2016-09-07,70.22000122070312
2016-09-08,70.06999969482422
2016-09-09,68.9000015258789
2016-09-12,69.01000213623047
2016-09-13,67.76000213623047
2016-09-14,67.2699966430664
2016-09-15,67.36000061035156
2016-09-16,67.52999877929688
2016-09-19,67.27999877929688
2016-09-20,68.04000091552734
2016-09-21,68.54000091552734
2016-09-22,69.25
2016-09-23,69.58999633789062
2016-09-26,69.54000091552734
2016-09-27,70.12000274658203
2016-09-28,70.25
2016-09-29,70.30999755859375
2016-09-30,70.45999908447266
2016-10-03,70.5
2016-10-04,70.19999694824219
2016-10-05,70.18000030517578
2016-10-06,70.26000213623047
2016-10-07,70.33999633789062
2016-10-10,70.9000015258789
2016-10-11,70.70999908447266
2016-10-12,70.38999938964844
2016-10-13,70.30999755859375
2016-10-14,70.26000213623047
2016-10-17,68.66999816894531
2016-10-18,68.80000305175781
2016-10-19,68.76000213623047
2016-10-20,68.75
2016-10-21,68.86000061035156
2016-10-24,69.12000274658203
2016-10-25,69.43000030517578
2016-10-26,67.30000305175781
2016-10-27,67.43000030517578
2016-10-28,67.58999633789062
2016-10-31,68.12000274658203
2016-11-01,68.41999816894531
2016-11-02,68.45999908447266
2016-11-03,68.94000244140625
2016-11-04,68.69000244140625
2016-11-07,70.45999908447266
2016-11-08,70.48999786376953
2016-11-09,71.44999694824219
2016-11-10,72.80000305175781
2016-11-11,73.58000183105469
2016-11-14,73.51000213623047
2016-11-15,74.08000183105469
2016-11-16,74.18000030517578
2016-11-17,74.01000213623047
2016-11-18,74.4000015258789
2016-11-21,74.37000274658203
2016-11-22,73.94000244140625
2016-11-23,74.12000274658203
2016-11-25,74.30000305175781
2016-11-28,74.20999908447266
2016-11-29,74.9800033569336
2016-11-30,74.8499984741211
2016-12-01,74.86000061035156
2016-12-02,74.04000091552734
2016-12-05,75.38999938964844
2016-12-06,75.55999755859375
2016-12-07,76.72000122070312
2016-12-08,77.47000122070312
2016-12-09,77.04000091552734
2016-12-12,77.25
2016-12-13,77.05999755859375
2016-12-14,76.62000274658203
2016-12-15,74.30999755859375
2016-12-16,73.11000061035156
2016-12-19,74.62000274658203
2016-12-20,74.52999877929688
2016-12-21,74.62999725341797
2016-12-22,74.47000122070312
2016-12-23,74.54000091552734
2016-12-27,74.4800033569336
2016-12-28,73.47000122070312
2016-12-29,73.7300033569336
2016-12-30,73.26000213623047
2017-01-03,72.8499984741211
2017-01-04,72.98999786376953
2017-01-05,73.73999786376953
2017-01-06,74.1500015258789
2017-01-09,73.16000366210938
2017-01-10,73.13999938964844
2017-01-11,73.44000244140625
2017-01-12,73.44000244140625
2017-01-13,73.37999725341797
2017-01-17,73.55999755859375
2017-01-18,74.05000305175781
2017-01-19,73.37000274658203
2017-01-20,73.5999984741211
2017-01-23,73.68000030517578
2017-01-24,74.66000366210938
2017-01-25,74.68000030517578
2017-01-26,75.75
2017-01-27,77.58000183105469
2017-01-30,76.51000213623047
2017-01-31,76.05999755859375
2017-02-01,75.11000061035156
2017-02-02,74.94000244140625
2017-02-03,75.55000305175781
2017-02-06,74.83000183105469
2017-02-07,75.62000274658203
2017-02-08,76.12999725341797
2017-02-09,75.62000274658203
2017-02-10,76.55999755859375
2017-02-13,76.9800033569336
2017-02-14,77.19999694824219
2017-02-15,77.87999725341797
2017-02-16,78.05999755859375
2017-02-17,79.05999755859375
2017-02-21,79.41999816894531
2017-02-22,79.41000366210938
2017-02-23,79.45999908447266
2017-02-24,80.12999725341797
2017-02-27,80.2300033569336
2017-02-28,80.37000274658203
2017-03-01,80.86000061035156
2017-03-02,80.52999877929688
2017-03-03,79.7699966430664
2017-03-06,79.27999877929688
2017-03-07,78.94000244140625
2017-03-08,78.7300033569336
2017-03-09,78.5199966430664
2017-03-10,79.33999633789062
2017-03-13,79.30999755859375
2017-03-14,78.55999755859375
2017-03-15,78.54000091552734
2017-03-16,78.20999908447266
2017-03-17,78.91999816894531
2017-03-20,78.93000030517578
2017-03-21,78.36000061035156
2017-03-22,78.08999633789062
2017-03-23,77.68000030517578
2017-03-24,77.47000122070312
2017-03-27,77.0199966430664
2017-03-28,77.5199966430664
2017-03-29,77.29000091552734
2017-03-30,77.6500015258789
2017-03-31,77.29000091552734
2017-04-03,76.70999908447266
2017-04-04,76.86000061035156
2017-04-05,76.41000366210938
2017-04-06,76.27999877929688
2017-04-07,75.7300033569336
2017-04-10,76.23999786376953
2017-04-11,75.75
2017-04-12,74.79000091552734
2017-04-13,74.45999908447266
2017-04-17,75.66999816894531
2017-04-18,75.29000091552734
2017-04-19,75.33999633789062
2017-04-20,76.44999694824219
2017-04-21,76.54000091552734
2017-04-24,77.58999633789062
2017-04-25,77.69999694824219
2017-04-26,72.80999755859375
2017-04-27,72.80999755859375
2017-04-28,72.69999694824219
2017-05-01,72.55000305175781
2017-05-02,72.72000122070312
2017-05-03,72.77999877929688
2017-05-04,72.55999755859375
2017-05-05,73.3499984741211
2017-05-08,71.45999908447266
2017-05-09,70.86000061035156
2017-05-10,70.16999816894531
2017-05-11,69.77999877929688
2017-05-12,69.3499984741211
2017-05-15,69.47000122070312
2017-05-16,69.5999984741211
2017-05-17,67.83999633789062
2017-05-18,68.05999755859375
2017-05-19,67.36000061035156
2017-05-22,68.08000183105469
2017-05-23,68.33999633789062
2017-05-24,68.37999725341797
2017-05-25,67.91000366210938
2017-05-26,67.04000091552734
2017-05-30,67.2699966430664
2017-05-31,67.01000213623047
2017-06-01,67.58000183105469
2017-06-02,67.62000274658203
2017-06-05,67.26000213623047
2017-06-06,67.12000274658203
2017-06-07,67.2300033569336
2017-06-08,66.97000122070312
2017-06-09,67.86000061035156
2017-06-12,68.81999969482422
2017-06-13,69.08999633789062
2017-06-14,67.83999633789062
2017-06-15,69.44999694824219
2017-06-16,70.04000091552734
2017-06-19,70.0999984741211
2017-06-20,68.4000015258789
2017-06-21,67.16999816894531
2017-06-22,67.30000305175781
2017-06-23,66.98999786376953
2017-06-26,67.58000183105469
2017-06-27,67.33000183105469
2017-06-28,67.33000183105469
2017-06-29,67.55000305175781
2017-06-30,68.68000030517578
2017-07-03,70.08000183105469
2017-07-05,68.76000213623047
2017-07-06,67.68000030517578
2017-07-07,67.97000122070312
2017-07-10,68.2300033569336
